ID,saldo_var30,var15,saldo_var5,ind_var30,var38,TARGET
812,0.0,45,0.0,0,116258.73,0
813,60.0,23,60.0,1,28693.92,0
814,1053.0,35,1053.0,1,117310.979016494,0
815,260.34,41,260.34,1,70207.53,0
816,3.0,23,3.0,1,71829.12,0
818,0.0,56,0.0,0,117310.979016494,1
820,111115.8,41,60.0,1,60098.49,0
822,112969.95,68,0.0,1,84237.54,0
823,3.0,38,3.0,1,86658.57,0
827,90.0,35,90.0,1,129147.96,0
828,255.0,42,255.0,1,69055.02,0
829,3.0,23,3.0,1,117310.979016494,0
834,174000.0,55,0.0,1,152748.96,0
835,261.24,29,261.24,1,148968.36,0
836,0.0,35,0.0,0,66997.47,0
838,3.0,23,3.0,1,126683.82,0
846,0.0,29,0.0,0,135728.43,0
847,226813.86,44,0.0,1,177841.86,0
849,119.88,51,119.88,1,1069263.06,0
850,3.0,23,3.0,1,201217.53,0
851,3.0,28,3.0,1,75087.81,0
852,0.0,24,0.0,0,88620.93,0
857,35.49,23,35.49,1,97911.99,0
858,33.36,23,33.36,1,82420.38,0
859,3.0,25,3.0,1,92534.7,0
860,30.0,38,30.0,1,80154.87,0
862,5571.93,49,5571.93,1,62397.03,0
863,3.0,68,3.0,1,54046.29,0
864,3.0,28,3.0,1,109607.01,0
868,3.0,23,3.0,1,83080.59,0
869,3.0,29,3.0,1,117310.979016494,0
877,3.0,24,3.0,1,59771.61,0
878,0.0,30,0.0,0,117310.979016494,0
881,3.0,25,3.0,1,21300.03,0
882,0.0,23,0.0,0,189002.49,0
885,82586.88,53,0.0,1,74281.41,0
887,0.0,25,0.0,0,83036.04,0
888,3.0,65,3.0,1,93480.09,0
889,34.35,48,34.35,1,117310.979016494,0
891,360.0,23,360.0,1,5431377.63,0
898,150.0,23,150.0,1,117310.979016494,0
903,60000.0,47,60000.0,1,10528.47,0
904,2267.22,36,2267.22,1,96288.21,0
906,450.0,32,450.0,1,117310.979016494,0
907,3.0,28,3.0,1,140790.21,0
908,90.0,25,90.0,1,211939.05,0
909,0.0,43,0.0,0,117310.979016494,0
910,0.0,23,0.0,0,103275.84,0
911,90.0,35,90.0,1,86826.03,0
913,3.0,24,3.0,1,39773.04,0
916,3.0,25,3.0,1,80795.94,0
920,49412.64,57,801.87,1,124721.91,0
924,15.0,26,15.0,1,117310.979016494,0
925,3.0,23,3.0,1,45582.96,0
927,3.0,25,3.0,1,113402.82,0
928,3822.69,34,0.0,1,90549.36,0
932,3.0,24,3.0,1,53800.11,0
933,21000.0,72,0.0,1,267838.56,0
934,450000.0,51,0.0,1,97318.95,0
935,12981.0,34,12981.0,1,81513.36,0
936,3.0,31,3.0,1,69593.55,0
940,0.0,30,0.0,0,192647.49,1
942,0.0,23,0.0,0,46833.0,0
943,0.0,23,0.0,0,125133.93,0
944,3.0,23,3.0,1,267218.01,0
945,0.0,23,0.0,0,50658.18,0
948,0.0,25,0.0,0,278500.53,0
949,3.0,30,3.0,1,113322.45,0
958,3.0,23,3.0,1,174895.71,0
959,3.0,27,3.0,1,103666.83,0
961,12030.0,30,12030.0,1,117310.979016494,0
962,3.0,23,3.0,1,117310.979016494,0
964,2729.25,46,2729.25,1,45447.24,0
965,3.0,24,3.0,1,61653.75,0
967,3.0,23,3.0,1,72124.11,0
968,0.0,51,0.0,0,117310.979016494,0
970,3.0,31,3.0,1,59226.39,0
973,3.0,23,3.0,1,178385.4,0
974,0.0,23,0.0,0,80889.27,0
976,1.56,23,1.56,1,131768.82,0
977,490.41,44,490.41,1,65076.12,0
978,90.0,23,90.0,1,153874.08,0
979,0.0,36,0.0,0,131405.85,0
981,3.0,25,3.0,1,47063.07,0
984,210.0,23,210.0,1,63322.65,0
986,90.0,23,90.0,1,52266.21,0
989,0.0,68,0.0,0,68260.35,0
990,0.0,48,0.0,0,78217.08,1
993,3.0,23,3.0,1,117310.979016494,0
994,90.0,30,90.0,1,74322.15,0
997,840.0,23,840.0,1,117310.979016494,0
999,0.0,27,0.0,0,52297.41,0
1000,0.0,54,0.0,0,82714.59,1
1003,0.0,23,0.0,0,157568.34,0
1006,30069.87,51,30.0,1,209661.03,0
1007,90.0,48,90.0,1,98790.54,0
1008,5701.98,21,0.0,1,127993.35,0
1009,0.0,26,0.0,0,321608.34,0
1017,30.0,23,30.0,1,117310.979016494,0
1018,0.0,75,0.0,0,208128.96,0
1019,0.0,31,0.0,0,30428.91,0
1020,12.0,31,12.0,1,76627.71,0
1021,90.0,23,90.0,1,42306.99,0
1027,3.0,42,3.0,1,80669.64,0
1030,2025.0,42,2025.0,1,44556.51,0
1031,0.0,26,0.0,0,181276.77,0
1033,3.0,23,3.0,1,88348.02,0
1035,0.0,44,0.0,0,404953.89,0
1038,32485.83,51,32485.83,1,130840.2,0
1040,9150.0,31,9150.0,1,117310.979016494,0
1041,0.0,25,0.0,0,48693.87,0
1043,3.0,23,3.0,1,109252.08,0
1044,3.0,23,3.0,1,32009.43,0
1047,0.0,23,0.0,0,53316.12,0
1048,90.0,22,90.0,1,42554.13,0
1049,0.0,27,0.0,0,345158.7,0
1051,0.0,41,0.0,0,56986.92,0
1053,63.0,27,63.0,1,113549.43,0
1054,105060.0,40,0.0,1,56713.35,0
1056,15.0,31,15.0,1,70971.3,0
1059,1556.4,55,1556.4,1,46484.19,0
1061,3.0,29,3.0,1,117310.979016494,0
1069,31560.63,48,31560.63,1,117310.979016494,0
1071,90.0,24,90.0,1,196317.9,0
1073,11883.99,53,11883.99,1,117310.979016494,0
1074,27015.0,43,0.0,1,117310.979016494,0
1075,140.25,75,140.25,1,22691.49,0
1076,0.0,23,0.0,0,117310.979016494,0
1080,109203.0,58,1203.0,1,143834.49,0
1083,0.0,31,0.0,0,316101.57,0
1084,66.0,34,66.0,1,91143.12,0
1085,3.0,24,3.0,1,117310.979016494,0
1086,0.0,24,0.0,0,316751.88,0
1087,210000.0,67,0.0,1,104342.19,0
1088,90.0,27,90.0,1,77153.61,0
1089,3.0,24,3.0,1,117310.979016494,0
1090,3.0,27,3.0,1,108880.56,0
1091,0.0,43,0.0,0,49633.8,0
1092,90.0,25,90.0,1,117310.979016494,0
1095,60.0,46,60.0,1,107641.92,0
1096,90.0,23,90.0,1,52571.22,0
1097,3.0,23,3.0,1,38883.87,0
1098,32.4,47,32.4,1,123091.23,0
1099,0.0,26,0.0,0,286721.1,0
1100,0.0,54,0.0,0,117310.979016494,0
1101,3.0,27,3.0,1,348110.7,0
1104,0.0,26,0.0,0,155719.35,0
1105,3.0,33,3.0,1,38310.96,0
1108,237.75,42,237.75,1,68494.32,0
1109,15.0,24,15.0,1,120137.25,0
1110,12605.25,23,0.0,1,74987.61,0
1111,3.0,23,3.0,1,158789.64,0
1115,0.0,33,0.0,0,234673.53,0
1117,3.0,23,3.0,1,48869.88,0
1119,0.0,13,0.0,0,117310.979016494,0
1122,3.0,29,3.0,1,112197.57,0
1123,60.0,23,60.0,1,104790.18,0
1124,120.0,24,120.0,1,73150.53,0
1125,3.0,23,3.0,1,108418.71,0
1126,129.0,42,129.0,1,117310.979016494,0
1127,91.32,25,91.32,1,117310.979016494,0
1129,3.0,23,3.0,1,117310.979016494,0
1131,5192.43,61,0.0,1,117310.979016494,1
1133,0.0,23,0.0,0,71609.37,0
1134,0.0,32,0.0,0,110661.15,1
1136,0.0,37,0.0,0,43408.83,1
1137,18.0,26,18.0,1,41059.44,0
1140,0.0,23,0.0,0,61655.25,0
1142,0.0,23,0.0,0,176283.63,0
1144,67861.05,41,22827.51,1,93660.99,0
1145,3.0,23,3.0,1,111304.62,0
1147,3.0,28,3.0,1,44159.34,0
1150,201500.22,40,0.0,1,208519.2,0
1154,3.0,23,3.0,1,124669.14,0
1156,0.0,35,0.0,0,98377.44,0
1158,3.0,24,3.0,1,108487.56,0
1159,3.0,25,3.0,1,75250.92,0
1163,276.33,45,276.33,1,49337.97,0
1165,3.0,24,3.0,1,158954.16,0
1166,3.0,27,3.0,1,117310.979016494,0
1167,239.79,36,239.79,1,117310.979016494,0
1170,0.0,23,0.0,0,58455.93,0
1171,60000.0,53,6000.0,1,176365.56,0
1172,30.0,23,30.0,1,50298.81,0
1173,3.0,25,3.0,1,48202.71,0
1175,450004.77,23,4.77,1,117310.979016494,0
1179,0.0,23,0.0,0,74373.66,0
1183,0.0,27,0.0,0,117310.979016494,0
1184,3.0,23,3.0,1,208516.08,0
1186,3.0,23,3.0,1,39318.18,0
1187,165.0,49,165.0,1,67823.52,1
1188,120.0,34,120.0,1,117310.979016494,0
1189,725.52,40,725.52,1,117310.979016494,0
1191,5.46,23,5.46,1,117441.63,0
1192,90.0,23,90.0,1,76049.52,0
1193,0.0,38,0.0,0,117310.979016494,1
1195,360.0,23,360.0,1,288768.87,0
1197,12223.2,48,0.0,1,130806.78,0
1198,0.0,23,0.0,0,117310.979016494,0
1203,0.0,27,0.0,0,294409.08,0
1204,0.0,52,0.0,0,160862.19,0
1205,0.0,51,0.0,0,133072.44,0
1209,30.0,54,30.0,1,107638.29,0
1210,0.0,24,0.0,0,117310.979016494,0
1211,3.0,26,3.0,1,59776.17,0
1213,0.0,27,0.0,0,75693.39,0
1214,539.76,35,539.76,1,74688.81,0
1215,17004.66,71,17004.66,1,126313.98,0
1217,3.0,26,3.0,1,84112.26,0
1218,16.8,32,16.8,1,164043.09,0
1220,60000.0,36,0.0,1,174064.89,0
1223,3.0,25,3.0,1,208363.68,0
1224,1800.0,83,0.0,1,217192.89,0
1226,0.0,24,0.0,0,117310.979016494,0
1228,645.0,23,645.0,1,73717.59,0
1229,0.0,30,0.0,0,207467.73,0
1242,6.0,44,6.0,1,83720.97,0
1243,30.0,26,30.0,1,118465.02,0
1246,360.0,23,360.0,1,146764.41,0
1248,90.0,27,90.0,1,91720.41,0
1249,3.0,24,3.0,1,59378.82,0
1252,0.0,29,0.0,0,80329.74,0
1253,6.0,23,6.0,1,61897.08,0
1254,23.1,31,23.1,1,99613.92,0
1255,3.0,23,3.0,1,89154.72,0
1256,0.0,23,0.0,0,127179.03,0
1258,3.0,23,3.0,1,30085.95,0
1260,2192.58,48,0.0,1,124710.93,0
1261,3.0,46,3.0,1,81963.69,0
1262,90.0,46,90.0,1,111086.91,0
1263,60.0,54,60.0,1,49550.58,0
