,ID,saldo_var30,var15,saldo_var5,ind_var30,var38,TARGET
78,156,3.0,23,3.0,1,117310.979016494,0
79,157,90.0,24,90.0,1,117310.979016494,0
80,159,182.55,45,182.55,1,124988.25,1
81,161,0.0,23,0.0,0,190417.68,0
82,162,0.0,27,0.0,0,125764.98,0
83,163,120000.0,36,0.0,1,255365.25,0
84,165,3.0,23,3.0,1,472322.1,0
85,166,0.0,23,0.0,0,204085.62,0
86,169,3.0,26,3.0,1,117310.979016494,0
87,170,30.0,23,30.0,1,101485.23,0
88,171,0.0,44,0.0,0,174881.82,0
89,172,12.03,68,12.03,1,117310.979016494,0
90,173,2287.59,5,0.0,1,102074.61,0
91,175,3090.0,25,3090.0,1,48160.14,0
92,176,24.0,25,24.0,1,83856.36,0
93,177,4287.0,72,4287.0,1,117310.979016494,0
94,178,90.0,23,90.0,1,149896.02,0
95,179,3.0,25,3.0,1,158522.37,0
96,180,0.0,23,0.0,0,208818.99,0
97,182,0.0,56,0.0,0,23169.78,0
98,183,0.0,25,0.0,0,200807.07,0
99,184,90.0,23,90.0,1,165635.1,0
100,186,3.0,23,3.0,1,64978.32,0
101,188,90.0,33,90.0,1,395158.38,0
102,191,35.34,23,35.34,1,40034.1,0
103,192,90.0,23,90.0,1,117310.979016494,0
104,193,300000.0,77,0.0,1,49965.87,0
105,195,15.0,28,15.0,1,93861.78,0
106,196,26.4,29,26.4,1,194717.55,0
107,199,3.0,42,3.0,1,52629.36,0
108,200,3.0,25,3.0,1,70804.53,0
109,202,0.0,38,0.0,0,117310.979016494,0
110,203,0.0,45,0.0,0,84785.85,0
111,204,3.0,30,3.0,1,69981.72,0
112,206,5220.0,40,5220.0,1,75410.37,0
113,207,90019.29,76,0.0,1,53029.5,0
114,209,187.08,37,187.08,1,45221.04,0
115,210,3.0,23,3.0,1,44064.93,0
116,212,0.0,23,0.0,0,59163.0,0
117,213,14340.6,55,0.0,1,117310.979016494,0
118,214,0.0,23,0.0,0,100797.03,0
119,215,3181.17,54,3181.17,1,89774.01,0
120,217,2160.0,35,2160.0,1,117310.979016494,0
121,218,3.0,30,3.0,1,65978.88,0
122,220,90060.0,42,60.0,1,69591.48,1
123,221,0.0,23,0.0,0,185447.22,0
124,222,30.0,28,30.0,1,84396.69,0
125,225,15.0,23,15.0,1,58777.29,0
126,227,90.0,23,90.0,1,105520.71,0
127,228,0.0,31,0.0,0,131774.97,0
128,231,12150.0,41,12150.0,1,86507.55,0
129,232,660.0,28,660.0,1,64311.36,0
130,233,3.0,24,3.0,1,294013.05,0
131,234,105000.0,63,0.0,1,186236.34,0
132,235,0.0,23,0.0,0,117310.979016494,0
133,236,3.0,38,3.0,1,69048.78,0
134,239,210000.0,43,0.0,1,117310.979016494,0
135,241,300401.55,45,0.0,1,86410.5,0
136,242,3.0,23,3.0,1,130432.38,0
137,244,3.0,27,3.0,1,108845.91,0
138,252,0.0,23,0.0,0,65222.07,0
139,253,839.91,32,839.91,1,101456.79,0
140,254,915.0,57,915.0,1,210509.67,0
141,258,0.0,36,0.0,0,89128.44,0
142,259,15.0,36,15.0,1,57912.57,0
143,262,3.0,23,3.0,1,45928.5,0
144,265,0.0,28,0.0,0,91723.26,0
145,266,21.3,34,21.3,1,30024.12,0
146,269,0.0,23,0.0,0,117310.979016494,0
147,270,1800.0,55,1200.0,1,110976.39,0
148,271,216.3,80,216.3,1,96648.51,0
149,273,159061.5,37,61.5,1,117310.979016494,0
150,276,90.0,51,90.0,1,79014.9,0
151,279,3.6,29,3.6,1,111410.58,0
152,285,799.83,31,799.83,1,56467.44,0
153,287,90.0,26,90.0,1,42978.45,0
154,288,0.0,25,0.0,0,61648.44,0
155,289,90.0,23,90.0,1,117310.979016494,0
156,292,0.0,38,0.0,0,58084.53,0
157,294,0.0,55,0.0,0,117310.979016494,0
158,296,75750.0,60,0.0,1,239396.13,0
159,299,90.0,24,90.0,1,79688.37,0
160,301,93.0,26,93.0,1,71930.34,0
161,302,80.91,31,80.91,1,117310.979016494,0
162,303,0.0,31,0.0,0,45265.38,1
163,306,0.0,62,0.0,0,109595.55,1
164,307,3015.0,27,3015.0,1,117310.979016494,0
165,311,3433.65,56,3433.65,1,63648.57,0
166,314,45006.0,52,45006.0,1,81591.75,0
167,316,1143.27,24,1143.27,1,117310.979016494,0
168,319,0.0,29,0.0,0,36969.45,0
169,320,30.0,23,30.0,1,48426.3,0
170,322,0.3,23,0.3,1,95712.93,0
171,324,0.0,32,0.0,0,54689.01,0
172,332,30000.0,38,0.0,1,117310.979016494,0
173,333,3.0,24,3.0,1,157526.34,0
174,340,3.0,24,3.0,1,95251.92,1
175,342,3.6,23,3.6,1,68632.98,0
176,344,0.0,23,0.0,0,203424.36,0
177,345,0.0,23,0.0,0,117310.979016494,0
178,347,90.0,23,90.0,1,117310.979016494,0
179,349,0.0,23,0.0,0,234692.94,0
180,353,0.0,57,0.0,0,117310.979016494,1
181,354,0.0,25,0.0,0,172933.98,0
182,355,90.0,30,90.0,1,150948.42,0
183,356,8451.96,36,8451.96,1,64822.17,0
184,359,90.0,22,90.0,1,237627.24,0
185,362,3.0,24,3.0,1,84466.38,0
186,363,573.21,61,573.21,1,117310.979016494,0
187,369,3.0,23,3.0,1,117310.979016494,0
188,371,0.0,32,0.0,0,98212.23,1
189,373,0.0,30,0.0,0,183841.44,0
190,374,0.0,31,0.0,0,57358.74,0
191,375,153.0,26,153.0,1,117310.979016494,0
192,378,3.0,27,3.0,1,145599.06,0
193,382,0.0,23,0.0,0,174618.3,0
194,383,0.0,23,0.0,0,38522.64,0
195,384,3.0,32,3.0,1,117310.979016494,0
196,387,3.0,23,3.0,1,117310.979016494,0
197,388,0.0,23,0.0,0,22237.38,0
198,390,3.0,23,3.0,1,112511.97,0
199,394,2090.4,71,0.0,1,165191.58,0
200,402,0.0,23,0.0,0,347962.41,0
201,404,3.0,23,3.0,1,38308.23,0
202,407,19590.0,36,1500.0,1,92121.36,0
203,408,0.0,29,0.0,0,50972.85,0
204,410,54.15,25,0.0,1,416583.03,0
205,412,0.0,45,0.0,0,71501.1,0
206,414,0.0,23,0.0,0,1374570.75,0
207,415,131697.09,88,0.0,1,141187.53,0
208,416,3.0,24,3.0,1,59316.45,0
209,417,165851.34,45,0.0,1,63203.34,0
210,420,3.0,39,3.0,1,117310.979016494,0
211,421,90.0,23,90.0,1,36780.45,0
212,423,322.74,59,322.74,1,167222.52,0
213,426,90.0,36,90.0,1,96494.16,0
214,428,3.0,23,3.0,1,412668.78,0
215,429,137.22,30,137.22,1,116531.64,0
216,432,30.0,23,30.0,1,182846.85,0
217,433,591000.0,53,141000.0,1,78252.81,0
218,436,90.0,23,90.0,1,117310.979016494,0
219,440,0.0,33,0.0,0,117310.979016494,0
220,441,56.55,23,56.55,1,170310.93,0
221,443,90.0,23,90.0,1,30290.64,0
222,444,199.44,44,199.44,1,74486.55,0
223,445,0.0,23,0.0,0,117310.979016494,0
224,447,0.0,23,0.0,0,117310.979016494,0
225,448,0.0,24,0.0,0,107570.16,0
226,449,3.0,23,3.0,1,83948.1,0
227,453,3.0,25,3.0,1,22763.58,0
228,456,60.0,44,60.0,1,117310.979016494,0
229,457,0.0,37,0.0,0,154851.96,0
230,458,3.0,31,3.0,1,45678.3,0
231,459,3.0,23,3.0,1,57561.63,0
232,460,60.0,23,60.0,1,39815.55,0
233,461,3.0,38,3.0,1,48861.0,0
234,462,0.0,23,0.0,0,93648.99,0
235,466,10651.08,55,0.0,1,359419.14,0
236,469,0.0,24,0.0,0,120388.89,0
237,471,0.0,23,0.0,0,54443.31,0
238,474,18.57,60,18.57,1,80056.14,0
239,477,0.0,28,0.0,0,117310.979016494,0
240,478,1500.0,34,1500.0,1,83266.14,0
241,480,300.0,64,300.0,1,186291.03,0
242,482,3.0,26,3.0,1,117310.979016494,0
243,485,3.0,25,3.0,1,65166.39,0
244,488,0.0,23,0.0,0,117310.979016494,0
245,489,30.0,23,30.0,1,117310.979016494,0
246,490,120.0,24,120.0,1,61771.95,0
247,492,93000.0,33,0.0,1,117310.979016494,0
248,493,45.0,34,45.0,1,117310.979016494,0
249,496,0.0,23,0.0,0,71070.3,0
250,500,1353.93,27,1353.93,1,268640.97,0
251,501,3.0,24,3.0,1,283117.71,0
252,502,600.54,36,600.54,1,115657.23,0
253,513,0.0,100,0.0,0,96617.22,0
254,514,1.5,38,1.5,1,105827.07,0
255,515,0.0,24,0.0,0,50527.26,0
256,517,3.0,23,3.0,1,117310.979016494,0
257,523,90.0,23,90.0,1,50647.68,0
258,527,1514.01,31,1514.01,1,87471.24,0
259,530,0.0,28,0.0,0,40853.31,1
260,533,0.0,28,0.0,0,386898.18,0
261,535,5070.0,37,5070.0,1,156278.34,0
262,537,4175.7,43,4175.7,1,117310.979016494,0
263,538,0.0,52,0.0,0,117310.979016494,0
264,543,150.0,22,150.0,1,79380.0,0
265,544,18.0,27,18.0,1,104087.28,0
266,547,90.0,22,90.0,1,88460.91,0
267,548,125.01,32,125.01,1,65961.69,0
268,549,0.0,30,0.0,0,157787.19,1
269,550,0.0,55,0.0,0,117310.979016494,0
270,551,0.0,38,0.0,0,62581.86,0
271,553,0.0,27,0.0,0,119530.92,0
272,554,3.0,24,3.0,1,117310.979016494,0
273,555,210.0,43,210.0,1,117310.979016494,0
274,558,3.0,23,3.0,1,71858.94,0
275,560,0.0,23,0.0,0,117310.979016494,0
276,561,233.64,25,233.64,1,79973.88,0
277,564,60003.0,60,3.0,1,137151.15,0
278,566,37171.32,51,37171.32,1,87288.69,0
279,567,300250.44,74,15.0,1,196439.1,0
280,568,0.0,23,0.0,0,90773.76,0
281,571,15.0,27,15.0,1,117310.979016494,0
282,572,480.6,26,480.6,1,182891.07,0
283,573,450.0,23,450.0,1,234128.46,0
284,576,3.0,25,3.0,1,117310.979016494,0
285,577,30000.0,32,0.0,1,155866.5,0
286,578,3.0,32,3.0,1,80623.89,0
287,579,3.0,26,3.0,1,117310.979016494,0
288,580,183.0,24,183.0,1,108933.27,0
289,581,30.0,23,30.0,1,117310.979016494,0
290,582,90.0,22,90.0,1,117310.979016494,0
291,583,75003.0,86,3.0,1,117716.88,0
292,584,0.0,31,0.0,0,81199.74,0
293,586,60.0,39,60.0,1,149428.89,0
294,587,3.0,25,3.0,1,55279.29,0
295,588,15.0,63,15.0,1,273655.38,0
296,591,75000.0,59,0.0,1,51297.51,0
297,596,300117.78,44,117.78,1,72815.4,0
298,598,0.0,40,0.0,0,191698.29,0
299,599,741.09,40,741.09,1,52962.45,0
300,600,1.2,44,1.2,1,26619.24,1
301,602,390.0,30,390.0,1,39143.34,0
302,606,3.0,28,3.0,1,117310.979016494,0
303,609,25332.66,34,25332.66,1,117310.979016494,0
304,611,1134.39,52,1134.39,1,114905.67,0
305,614,11249.13,52,11249.13,1,80705.76,0
306,618,90.0,23,90.0,1,144837.0,0
307,622,90.0,23,90.0,1,37727.49,0
308,623,90.0,24,90.0,1,108908.34,0
309,626,30.9,28,30.9,1,63611.34,0
310,627,3.0,23,3.0,1,117310.979016494,0
311,631,1.2,36,1.2,1,42264.45,1
312,633,3.0,27,3.0,1,328239.84,0
313,635,90.0,28,90.0,1,81088.2,0
314,636,0.0,30,0.0,0,53549.49,0
315,639,0.0,29,0.0,0,233512.68,0
316,640,105.0,23,105.0,1,85286.28,0
317,641,2.13,25,2.13,1,141630.39,0
318,645,0.0,25,0.0,0,175566.93,0
319,647,3.0,30,3.0,1,58371.54,0
320,648,3.0,23,3.0,1,83551.41,0
321,649,3.0,27,3.0,1,66866.58,0
322,650,3.0,24,3.0,1,232500.45,0
323,651,25.5,37,25.5,1,128121.45,0
324,652,3.0,24,3.0,1,31092.45,0
325,653,0.0,38,0.0,0,57485.28,1
326,654,15.0,25,15.0,1,117310.979016494,0
327,656,1050.0,33,0.0,1,90380.61,0
328,657,30.0,73,30.0,1,127201.86,0
329,658,3.0,24,3.0,1,85641.42,0
330,659,30.0,23,30.0,1,69193.17,0
331,661,3.0,29,3.0,1,124590.3,0
332,662,60.42,35,60.42,1,120032.46,0
333,663,750.0,37,750.0,1,97978.05,0
334,667,379.71,23,379.71,1,68097.54,0
335,668,3.0,28,3.0,1,117310.979016494,0
336,669,0.0,36,0.0,0,80492.67,1
337,673,18.57,30,18.57,1,101973.87,0
338,674,0.0,80,0.0,0,79757.79,0
339,679,256380.63,50,0.0,1,117310.979016494,0
340,681,3.0,25,3.0,1,117310.979016494,0
341,682,139052.76,77,0.0,1,86641.86,0
342,686,0.0,28,0.0,0,100253.37,0
343,687,3.0,24,3.0,1,117310.979016494,0
344,688,3.0,23,3.0,1,103287.6,0
345,689,976.95,37,976.95,1,117310.979016494,0
346,690,0.0,35,0.0,0,117310.979016494,0
347,692,60.0,36,60.0,1,50230.14,0
348,694,337415.49,48,0.0,1,72054.27,0
349,695,30.0,23,30.0,1,117310.979016494,0
350,697,0.54,72,0.54,1,119238.72,0
351,701,3.0,30,3.0,1,70882.5,0
352,702,118500.0,39,16500.0,1,117310.979016494,0
353,706,24074.4,45,60.0,1,80073.87,0
354,708,90.0,22,90.0,1,64866.96,0
355,710,74.01,25,74.01,1,54887.1,0
356,712,96003.0,34,3.0,1,107923.98,0
357,714,3.0,26,3.0,1,86363.31,0
358,715,3.0,24,3.0,1,117797.64,0
359,717,30.0,24,30.0,1,67047.6,0
360,718,90.0,23,90.0,1,75485.82,0
361,720,21043.17,38,4500.0,1,36178.68,0
362,725,24015.0,38,24015.0,1,70588.41,0
363,726,0.0,34,0.0,0,141293.7,1
364,730,15.0,23,15.0,1,117310.979016494,0
365,731,105.0,51,105.0,1,51396.93,1
366,732,39.72,23,39.72,1,117060.3,0
367,734,3.0,27,3.0,1,117310.979016494,0
368,735,3.0,23,3.0,1,117310.979016494,0
369,737,0.0,25,0.0,0,268504.08,0
370,738,3.12,23,3.12,1,89761.29,0
371,740,620.25,32,620.25,1,149698.32,0
372,741,90.0,25,90.0,1,58495.56,0
373,746,3.0,34,3.0,1,116245.23,0
374,748,195030.0,48,30.0,1,92912.4,0
375,753,0.0,23,0.0,0,117310.979016494,0
376,754,169500.0,43,0.0,1,94641.24,0
377,757,2271.84,45,2271.84,1,90883.44,0
378,758,0.0,23,0.0,0,132356.25,0
379,759,0.0,34,0.0,0,117310.979016494,0
380,760,90.0,50,90.0,1,114088.98,0
381,761,48.36,29,48.36,1,324294.3,0
382,767,2760.0,41,2760.0,1,124095.3,0
383,768,249600.66,39,0.0,1,117310.979016494,0
384,771,3.0,30,3.0,1,117310.979016494,0
385,772,1200.27,37,1200.27,1,131087.7,0
386,775,101202.21,46,600.0,1,544584.84,0
387,782,3.0,29,3.0,1,29016.0,0
388,783,1672.53,31,1672.53,1,80969.94,0
389,784,3897.3,30,0.0,1,132050.88,0
390,785,0.0,24,0.0,0,105229.11,0
391,787,3.0,23,3.0,1,117310.979016494,0
392,789,3.0,23,3.0,1,52148.37,0
393,790,3.0,23,3.0,1,43674.3,0
394,791,3.0,26,3.0,1,77630.16,0
395,792,3.0,27,3.0,1,131441.67,1
396,793,90.0,23,90.0,1,117310.979016494,0
397,795,356.7,52,356.7,1,75652.56,0
398,797,0.0,23,0.0,0,131846.31,0
399,798,167.07,34,167.07,1,119707.2,0
400,799,300667.53,51,303.0,1,49596.15,0
401,800,0.0,23,0.0,0,115169.73,0
402,806,600.0,24,600.0,1,117310.979016494,0
403,807,90.0,24,90.0,1,99165.99,0
404,808,0.0,23,0.0,0,101220.81,0
405,811,0.0,23,0.0,0,116524.8,0
406,812,0.0,45,0.0,0,116258.73,0
407,813,60.0,23,60.0,1,28693.92,0
408,814,1053.0,35,1053.0,1,117310.979016494,0
409,815,260.34,41,260.34,1,70207.53,0
410,816,3.0,23,3.0,1,71829.12,0
411,818,0.0,56,0.0,0,117310.979016494,1
412,820,111115.8,41,60.0,1,60098.49,0
413,822,112969.95,68,0.0,1,84237.54,0
414,823,3.0,38,3.0,1,86658.57,0
415,827,90.0,35,90.0,1,129147.96,0
416,828,255.0,42,255.0,1,69055.02,0
417,829,3.0,23,3.0,1,117310.979016494,0
418,834,174000.0,55,0.0,1,152748.96,0
419,835,261.24,29,261.24,1,148968.36,0
420,836,0.0,35,0.0,0,66997.47,0
421,838,3.0,23,3.0,1,126683.82,0
422,846,0.0,29,0.0,0,135728.43,0
423,847,226813.86,44,0.0,1,177841.86,0
424,849,119.88,51,119.88,1,1069263.06,0
425,850,3.0,23,3.0,1,201217.53,0
426,851,3.0,28,3.0,1,75087.81,0
427,852,0.0,24,0.0,0,88620.93,0
428,857,35.49,23,35.49,1,97911.99,0
429,858,33.36,23,33.36,1,82420.38,0
430,859,3.0,25,3.0,1,92534.7,0
431,860,30.0,38,30.0,1,80154.87,0
432,862,5571.93,49,5571.93,1,62397.03,0
433,863,3.0,68,3.0,1,54046.29,0
434,864,3.0,28,3.0,1,109607.01,0
435,868,3.0,23,3.0,1,83080.59,0
436,869,3.0,29,3.0,1,117310.979016494,0
437,877,3.0,24,3.0,1,59771.61,0
438,878,0.0,30,0.0,0,117310.979016494,0
439,881,3.0,25,3.0,1,21300.03,0
440,882,0.0,23,0.0,0,189002.49,0
441,885,82586.88,53,0.0,1,74281.41,0
442,887,0.0,25,0.0,0,83036.04,0
443,888,3.0,65,3.0,1,93480.09,0
444,889,34.35,48,34.35,1,117310.979016494,0
445,891,360.0,23,360.0,1,5431377.63,0
446,898,150.0,23,150.0,1,117310.979016494,0
447,903,60000.0,47,60000.0,1,10528.47,0
448,904,2267.22,36,2267.22,1,96288.21,0
449,906,450.0,32,450.0,1,117310.979016494,0
450,907,3.0,28,3.0,1,140790.21,0
451,908,90.0,25,90.0,1,211939.05,0
452,909,0.0,43,0.0,0,117310.979016494,0
453,910,0.0,23,0.0,0,103275.84,0
454,911,90.0,35,90.0,1,86826.03,0
455,913,3.0,24,3.0,1,39773.04,0
456,916,3.0,25,3.0,1,80795.94,0
457,920,49412.64,57,801.87,1,124721.91,0
458,924,15.0,26,15.0,1,117310.979016494,0
459,925,3.0,23,3.0,1,45582.96,0
460,927,3.0,25,3.0,1,113402.82,0
461,928,3822.69,34,0.0,1,90549.36,0
462,932,3.0,24,3.0,1,53800.11,0
463,933,21000.0,72,0.0,1,267838.56,0
464,934,450000.0,51,0.0,1,97318.95,0
465,935,12981.0,34,12981.0,1,81513.36,0
466,936,3.0,31,3.0,1,69593.55,0
467,940,0.0,30,0.0,0,192647.49,1
468,942,0.0,23,0.0,0,46833.0,0
469,943,0.0,23,0.0,0,125133.93,0
470,944,3.0,23,3.0,1,267218.01,0
471,945,0.0,23,0.0,0,50658.18,0
472,948,0.0,25,0.0,0,278500.53,0
473,949,3.0,30,3.0,1,113322.45,0
474,958,3.0,23,3.0,1,174895.71,0
475,959,3.0,27,3.0,1,103666.83,0
476,961,12030.0,30,12030.0,1,117310.979016494,0
477,962,3.0,23,3.0,1,117310.979016494,0
478,964,2729.25,46,2729.25,1,45447.24,0
479,965,3.0,24,3.0,1,61653.75,0
480,967,3.0,23,3.0,1,72124.11,0
481,968,0.0,51,0.0,0,117310.979016494,0
482,970,3.0,31,3.0,1,59226.39,0
483,973,3.0,23,3.0,1,178385.4,0
484,974,0.0,23,0.0,0,80889.27,0
485,976,1.56,23,1.56,1,131768.82,0
486,977,490.41,44,490.41,1,65076.12,0
487,978,90.0,23,90.0,1,153874.08,0
488,979,0.0,36,0.0,0,131405.85,0
489,981,3.0,25,3.0,1,47063.07,0
490,984,210.0,23,210.0,1,63322.65,0
491,986,90.0,23,90.0,1,52266.21,0
492,989,0.0,68,0.0,0,68260.35,0
493,990,0.0,48,0.0,0,78217.08,1
494,993,3.0,23,3.0,1,117310.979016494,0
495,994,90.0,30,90.0,1,74322.15,0
496,997,840.0,23,840.0,1,117310.979016494,0
497,999,0.0,27,0.0,0,52297.41,0
498,1000,0.0,54,0.0,0,82714.59,1
499,1003,0.0,23,0.0,0,157568.34,0
500,1006,30069.87,51,30.0,1,209661.03,0
501,1007,90.0,48,90.0,1,98790.54,0
502,1008,5701.98,21,0.0,1,127993.35,0
503,1009,0.0,26,0.0,0,321608.34,0
504,1017,30.0,23,30.0,1,117310.979016494,0
505,1018,0.0,75,0.0,0,208128.96,0
506,1019,0.0,31,0.0,0,30428.91,0
507,1020,12.0,31,12.0,1,76627.71,0
508,1021,90.0,23,90.0,1,42306.99,0
509,1027,3.0,42,3.0,1,80669.64,0
510,1030,2025.0,42,2025.0,1,44556.51,0
511,1031,0.0,26,0.0,0,181276.77,0
512,1033,3.0,23,3.0,1,88348.02,0
513,1035,0.0,44,0.0,0,404953.89,0
514,1038,32485.83,51,32485.83,1,130840.2,0
515,1040,9150.0,31,9150.0,1,117310.979016494,0
516,1041,0.0,25,0.0,0,48693.87,0
517,1043,3.0,23,3.0,1,109252.08,0
518,1044,3.0,23,3.0,1,32009.43,0
519,1047,0.0,23,0.0,0,53316.12,0
520,1048,90.0,22,90.0,1,42554.13,0
521,1049,0.0,27,0.0,0,345158.7,0
522,1051,0.0,41,0.0,0,56986.92,0
523,1053,63.0,27,63.0,1,113549.43,0
524,1054,105060.0,40,0.0,1,56713.35,0
525,1056,15.0,31,15.0,1,70971.3,0
526,1059,1556.4,55,1556.4,1,46484.19,0
527,1061,3.0,29,3.0,1,117310.979016494,0
528,1069,31560.63,48,31560.63,1,117310.979016494,0
529,1071,90.0,24,90.0,1,196317.9,0
530,1073,11883.99,53,11883.99,1,117310.979016494,0
531,1074,27015.0,43,0.0,1,117310.979016494,0
532,1075,140.25,75,140.25,1,22691.49,0
533,1076,0.0,23,0.0,0,117310.979016494,0
534,1080,109203.0,58,1203.0,1,143834.49,0
535,1083,0.0,31,0.0,0,316101.57,0
536,1084,66.0,34,66.0,1,91143.12,0
537,1085,3.0,24,3.0,1,117310.979016494,0
538,1086,0.0,24,0.0,0,316751.88,0
539,1087,210000.0,67,0.0,1,104342.19,0
540,1088,90.0,27,90.0,1,77153.61,0
541,1089,3.0,24,3.0,1,117310.979016494,0
542,1090,3.0,27,3.0,1,108880.56,0
543,1091,0.0,43,0.0,0,49633.8,0
544,1092,90.0,25,90.0,1,117310.979016494,0
545,1095,60.0,46,60.0,1,107641.92,0
546,1096,90.0,23,90.0,1,52571.22,0
547,1097,3.0,23,3.0,1,38883.87,0
548,1098,32.4,47,32.4,1,123091.23,0
549,1099,0.0,26,0.0,0,286721.1,0
550,1100,0.0,54,0.0,0,117310.979016494,0
551,1101,3.0,27,3.0,1,348110.7,0
552,1104,0.0,26,0.0,0,155719.35,0
553,1105,3.0,33,3.0,1,38310.96,0
554,1108,237.75,42,237.75,1,68494.32,0
555,1109,15.0,24,15.0,1,120137.25,0
556,1110,12605.25,23,0.0,1,74987.61,0
557,1111,3.0,23,3.0,1,158789.64,0
558,1115,0.0,33,0.0,0,234673.53,0
559,1117,3.0,23,3.0,1,48869.88,0
560,1119,0.0,13,0.0,0,117310.979016494,0
561,1122,3.0,29,3.0,1,112197.57,0
562,1123,60.0,23,60.0,1,104790.18,0
563,1124,120.0,24,120.0,1,73150.53,0
564,1125,3.0,23,3.0,1,108418.71,0
565,1126,129.0,42,129.0,1,117310.979016494,0
566,1127,91.32,25,91.32,1,117310.979016494,0
567,1129,3.0,23,3.0,1,117310.979016494,0
568,1131,5192.43,61,0.0,1,117310.979016494,1
569,1133,0.0,23,0.0,0,71609.37,0
570,1134,0.0,32,0.0,0,110661.15,1
571,1136,0.0,37,0.0,0,43408.83,1
572,1137,18.0,26,18.0,1,41059.44,0
573,1140,0.0,23,0.0,0,61655.25,0
574,1142,0.0,23,0.0,0,176283.63,0
575,1144,67861.05,41,22827.51,1,93660.99,0
576,1145,3.0,23,3.0,1,111304.62,0
577,1147,3.0,28,3.0,1,44159.34,0
578,1150,201500.22,40,0.0,1,208519.2,0
579,1154,3.0,23,3.0,1,124669.14,0
580,1156,0.0,35,0.0,0,98377.44,0
581,1158,3.0,24,3.0,1,108487.56,0
582,1159,3.0,25,3.0,1,75250.92,0
583,1163,276.33,45,276.33,1,49337.97,0
584,1165,3.0,24,3.0,1,158954.16,0
