ID,saldo_var30,var15,saldo_var8,var38,saldo_medio_var5_hace3,saldo_medio_var5_ult3,num_var45_ult3,TARGET
122,27000.0,76,0.0,56913.06,0.0,0.0,24,0
125,3.0,26,0.0,55562.91,2.88,2.97,3,0
127,150.0,23,0.0,67685.46,0.39,27.42,3,0
130,15.0,40,0.0,44286.45,0.0,15.0,0,0
131,0.0,26,0.0,99522.72,0.0,0.0,0,0
132,66.63,31,0.0,101700.48,2.88,107.79,36,0
134,90.0,23,0.0,336550.11,6.0,62.01,21,0
135,3939.39,38,0.0,149904.78,801.39,2369.34,0,0
136,1434.42,41,0.0,59325.75,970.32,1209.51,72,0
137,0.0,23,0.0,51689.55,0.0,0.0,0,0
139,0.0,26,0.0,191661.84,0.0,0.0,0,0
140,3.0,25,0.0,169579.74,2.61,2.88,0,0
141,0.0,56,0.0,95834.85,0.0,0.0,0,0
142,3.0,26,0.0,39305.16,2.31,2.76,0,0
143,3.0,23,0.0,41807.67,2.79,2.94,0,0
144,0.0,23,0.0,165258.42,0.0,0.0,0,0
145,0.0,24,0.0,36490.74,0.0,0.0,0,0
146,90.0,23,0.0,117310.979016494,80.7,86.91,0,0
148,780.0,28,780.0,27443.34,0.0,0.0,36,0
150,0.0,35,0.0,65554.47,0.0,0.0,3,0
151,3.0,24,0.0,54182.85,2.43,2.82,0,0
152,0.0,25,0.0,150676.41,0.0,0.0,0,0
153,124740.72,51,0.0,41508.24,30.99,0.0,45,0
154,0.0,72,0.0,117310.979016494,0.0,0.0,0,0
155,90.0,25,0.0,105994.47,54.66,78.21,0,0
156,3.0,23,0.0,117310.979016494,0.27,2.1,0,0
157,90.0,24,0.0,117310.979016494,8.7,62.91,3,0
159,182.55,45,0.0,124988.25,0.0,1189.68,66,1
161,0.0,23,0.0,190417.68,0.0,0.0,0,0
162,0.0,27,0.0,125764.98,0.0,0.0,0,0
163,120000.0,36,0.0,255365.25,23225.82,0.0,0,0
165,3.0,23,0.0,472322.1,2.7,2.91,0,0
166,0.0,23,0.0,204085.62,0.0,0.0,0,0
169,3.0,26,0.0,117310.979016494,1.59,2.52,0,0
170,30.0,23,0.0,101485.23,0.0,230.22,24,0
171,0.0,44,0.0,174881.82,0.0,0.0,0,0
172,12.03,68,0.0,117310.979016494,70.08,193.59,243,0
173,2287.59,5,0.0,102074.61,0.0,0.0,0,0
175,3090.0,25,0.0,48160.14,5.82,528.6,6,0
176,24.0,25,0.0,83856.36,0.0,3.24,3,0
177,4287.0,72,0.0,117310.979016494,42.84,1226.16,21,0
178,90.0,23,0.0,149896.02,0.0,90.0,0,0
179,3.0,25,0.0,158522.37,2.31,2.76,3,0
180,0.0,23,0.0,208818.99,32.91,37.62,9,0
182,0.0,56,0.0,23169.78,0.0,0.0,12,0
183,0.0,25,0.0,200807.07,0.0,0.0,0,0
184,90.0,23,0.0,165635.1,45.03,75.0,0,0
186,3.0,23,0.0,64978.32,2.34,2.79,3,0
188,90.0,33,0.0,395158.38,6.21,62.07,3,0
191,35.34,23,0.0,40034.1,2.88,22.41,36,0
192,90.0,23,0.0,117310.979016494,11.61,63.87,0,0
193,300000.0,77,0.0,49965.87,29999.97,0.0,6,0
195,15.0,28,0.0,93861.78,2.49,10.83,0,0
196,26.4,29,0.0,194717.55,1.14,13.71,21,0
199,3.0,42,0.0,52629.36,1.95,2.64,0,0
200,3.0,25,0.0,70804.53,0.27,2.1,0,0
202,0.0,38,0.0,117310.979016494,0.0,0.0,0,0
203,0.0,45,0.0,84785.85,0.0,0.0,0,0
204,3.0,30,0.0,69981.72,2.88,2.97,0,0
206,5220.0,40,0.0,75410.37,0.0,3945.63,18,0
207,90019.29,76,0.0,53029.5,2499.99,0.0,9,0
209,187.08,37,0.0,45221.04,13.98,692.73,30,0
210,3.0,23,0.0,44064.93,0.27,2.1,12,0
212,0.0,23,0.0,59163.0,0.0,0.0,0,0
213,14340.6,55,14340.6,117310.979016494,0.0,0.0,9,0
214,0.0,23,0.0,100797.03,0.0,0.0,3,0
215,3181.17,54,0.0,89774.01,280.65,1337.67,123,0
217,2160.0,35,0.0,117310.979016494,283.35,1335.45,15,0
218,3.0,30,0.0,65978.88,0.72,2.25,0,0
220,90060.0,42,0.0,69591.48,6.0,1009.74,9,1
221,0.0,23,0.0,185447.22,0.0,0.0,0,0
222,30.0,28,0.0,84396.69,25.89,28.62,0,0
225,15.0,23,0.0,58777.29,0.0,14.79,3,0
227,90.0,23,0.0,105520.71,48.0,75.99,6,0
228,0.0,31,0.0,131774.97,0.0,0.0,69,0
231,12150.0,41,0.0,86507.55,5.01,5262.96,0,0
232,660.0,28,0.0,64311.36,0.0,228.09,0,0
233,3.0,24,0.0,294013.05,2.4,2.79,0,0
234,105000.0,63,0.0,186236.34,0.0,0.0,21,0
235,0.0,23,0.0,117310.979016494,0.0,0.0,0,0
236,3.0,38,0.0,69048.78,1.59,2.52,0,0
239,210000.0,43,0.0,117310.979016494,31005.0,0.0,96,0
241,300401.55,45,0.0,86410.5,0.72,0.0,6,0
242,3.0,23,0.0,130432.38,1.86,2.61,0,0
244,3.0,27,0.0,108845.91,2.52,2.85,0,0
252,0.0,23,0.0,65222.07,0.0,0.0,3,0
253,839.91,32,0.0,101456.79,1444.44,2064.12,24,0
254,915.0,57,0.0,210509.67,9.69,291.0,21,0
258,0.0,36,0.0,89128.44,0.0,0.0,0,0
259,15.0,36,0.0,57912.57,6.99,12.33,3,0
262,3.0,23,0.0,45928.5,2.55,2.85,3,0
265,0.0,28,0.0,91723.26,0.0,0.0,3,0
266,21.3,34,0.0,30024.12,19.35,166.65,0,0
269,0.0,23,0.0,117310.979016494,0.0,0.0,0,0
270,1800.0,55,0.0,110976.39,44.43,672.87,12,0
271,216.3,80,0.0,96648.51,0.0,24.84,15,0
273,159061.5,37,0.0,117310.979016494,25497.27,8540.1,30,0
276,90.0,51,0.0,79014.9,25.68,68.55,9,0
279,3.6,29,0.0,111410.58,1.44,2.88,3,0
285,799.83,31,0.0,56467.44,251.61,449.13,9,0
287,90.0,26,0.0,42978.45,0.0,140.25,6,0
288,0.0,25,0.0,61648.44,0.0,0.0,0,0
289,90.0,23,0.0,117310.979016494,26.13,68.7,12,0
292,0.0,38,0.0,58084.53,0.0,0.0,0,0
294,0.0,55,0.0,117310.979016494,0.0,0.0,6,0
296,75750.0,60,0.0,239396.13,32250.03,0.0,27,0
299,90.0,24,0.0,79688.37,40.68,73.56,3,0
301,93.0,26,0.0,71930.34,84.0,90.0,12,0
302,80.91,31,0.0,117310.979016494,0.0,105.12,42,0
303,0.0,31,0.0,45265.38,0.0,0.0,0,1
306,0.0,62,0.0,109595.55,0.0,0.0,6,1
307,3015.0,27,0.0,117310.979016494,9.87,271.35,21,0
311,3433.65,56,0.0,63648.57,78.78,2477.16,78,0
314,45006.0,52,0.0,81591.75,0.39,25488.0,45,0
316,1143.27,24,0.0,117310.979016494,37.71,728.01,30,0
319,0.0,29,0.0,36969.45,0.0,0.0,0,0
320,30.0,23,0.0,48426.3,5.82,21.93,3,0
322,0.3,23,0.0,95712.93,0.18,0.27,0,0
324,0.0,32,0.0,54689.01,0.0,0.0,54,0
332,30000.0,38,0.0,117310.979016494,1935.48,0.0,9,0
333,3.0,24,0.0,157526.34,2.55,2.85,0,0
340,3.0,24,0.0,95251.92,1.65,2.55,0,1
342,3.6,23,0.0,68632.98,12.45,13.17,15,0
344,0.0,23,0.0,203424.36,0.0,0.0,0,0
345,0.0,23,0.0,117310.979016494,0.0,0.0,0,0
347,90.0,23,0.0,117310.979016494,11.61,63.87,0,0
349,0.0,23,0.0,234692.94,0.0,0.0,0,0
353,0.0,57,0.0,117310.979016494,0.0,0.0,0,1
354,0.0,25,0.0,172933.98,0.0,0.0,9,0
355,90.0,30,0.0,150948.42,66.78,82.26,21,0
356,8451.96,36,0.0,64822.17,4.83,4490.64,168,0
359,90.0,22,0.0,237627.24,5.82,61.95,0,0
362,3.0,24,0.0,84466.38,1.44,2.49,0,0
363,573.21,61,0.0,117310.979016494,333.87,825.48,87,0
369,3.0,23,0.0,117310.979016494,2.31,2.76,0,0
371,0.0,32,0.0,98212.23,0.0,0.0,6,1
373,0.0,30,0.0,183841.44,0.0,0.0,3,0
374,0.0,31,0.0,57358.74,0.0,0.0,0,0
375,153.0,26,0.0,117310.979016494,0.69,67.74,0,0
378,3.0,27,0.0,145599.06,0.09,2.04,0,0
382,0.0,23,0.0,174618.3,0.0,0.0,0,0
383,0.0,23,0.0,38522.64,0.0,0.0,0,0
384,3.0,32,0.0,117310.979016494,2.34,2.79,0,0
387,3.0,23,0.0,117310.979016494,1.17,2.4,0,0
388,0.0,23,0.0,22237.38,0.0,0.0,0,0
390,3.0,23,0.0,112511.97,2.4,2.79,0,0
394,2090.4,71,2090.4,165191.58,0.51,0.0,3,0
402,0.0,23,0.0,347962.41,0.0,0.0,6,0
404,3.0,23,0.0,38308.23,2.22,2.73,0,0
407,19590.0,36,0.0,92121.36,5070.99,2690.34,42,0
408,0.0,29,0.0,50972.85,0.0,0.0,0,0
410,54.15,25,54.15,416583.03,9.69,0.0,72,0
412,0.0,45,0.0,71501.1,0.0,0.0,0,0
414,0.0,23,0.0,1374570.75,0.0,0.0,0,0
415,131697.09,88,0.0,141187.53,29665.53,0.0,15,0
416,3.0,24,0.0,59316.45,1.2,2.4,3,0
417,165851.34,45,0.0,63203.34,0.21,0.0,60,0
420,3.0,39,0.0,117310.979016494,2.31,2.76,0,0
421,90.0,23,0.0,36780.45,8.7,62.91,0,0
423,322.74,59,0.0,167222.52,37.53,455.22,33,0
426,90.0,36,0.0,96494.16,23.22,67.74,6,0
428,3.0,23,0.0,412668.78,0.78,2.25,0,0
429,137.22,30,0.0,116531.64,171.45,200.76,39,0
432,30.0,23,0.0,182846.85,23.79,27.93,0,0
433,591000.0,53,0.0,78252.81,61175.16,124397.04,27,0
436,90.0,23,0.0,117310.979016494,42.0,74.01,3,0
440,0.0,33,0.0,117310.979016494,0.0,0.0,0,0
441,56.55,23,0.0,170310.93,125.82,86.79,3,0
443,90.0,23,0.0,30290.64,27.0,69.0,0,0
444,199.44,44,0.0,74486.55,77.43,251.1,9,0
445,0.0,23,0.0,117310.979016494,0.0,0.0,0,0
447,0.0,23,0.0,117310.979016494,0.0,0.0,0,0
448,0.0,24,0.0,107570.16,0.0,0.0,0,0
449,3.0,23,0.0,83948.1,2.88,2.97,0,0
453,3.0,25,0.0,22763.58,1.95,2.64,0,0
456,60.0,44,0.0,117310.979016494,44.04,54.69,9,0
457,0.0,37,0.0,154851.96,0.0,0.0,0,0
458,3.0,31,0.0,45678.3,2.49,2.82,0,0
459,3.0,23,0.0,57561.63,2.31,2.76,0,0
460,60.0,23,0.0,39815.55,19.35,46.44,0,0
461,3.0,38,0.0,48861.0,1.44,2.49,0,0
462,0.0,23,0.0,93648.99,0.0,0.0,0,0
466,10651.08,55,10651.08,359419.14,214.29,0.0,21,0
469,0.0,24,0.0,120388.89,0.0,0.0,0,0
471,0.0,23,0.0,54443.31,0.0,0.0,0,0
474,18.57,60,0.0,80056.14,11.28,37.11,42,0
477,0.0,28,0.0,117310.979016494,0.0,0.0,0,0
478,1500.0,34,0.0,83266.14,0.0,1366.11,66,0
480,300.0,64,0.0,186291.03,269.97,289.98,0,0
482,3.0,26,0.0,117310.979016494,0.18,2.07,0,0
485,3.0,25,0.0,65166.39,0.18,2.07,0,0
488,0.0,23,0.0,117310.979016494,0.0,0.0,0,0
489,30.0,23,0.0,117310.979016494,9.69,23.22,0,0
490,120.0,24,0.0,61771.95,27.06,89.01,0,0
492,93000.0,33,0.0,117310.979016494,12000.54,0.0,39,0
493,45.0,34,0.0,117310.979016494,18.87,36.15,12,0
496,0.0,23,0.0,71070.3,0.0,0.0,0,0
500,1353.93,27,0.0,268640.97,32.13,260.55,3,0
501,3.0,24,0.0,283117.71,1.59,2.52,0,0
502,600.54,36,0.0,115657.23,29.04,509.55,36,0
513,0.0,100,0.0,96617.22,0.0,0.0,0,0
514,1.5,38,0.0,105827.07,0.15,1.05,9,0
515,0.0,24,0.0,50527.26,0.0,0.0,0,0
517,3.0,23,0.0,117310.979016494,1.32,2.43,0,0
523,90.0,23,0.0,50647.68,8.7,62.91,6,0
527,1514.01,31,0.0,87471.24,186.42,613.95,93,0
530,0.0,28,0.0,40853.31,0.0,0.0,0,1
533,0.0,28,0.0,386898.18,0.0,0.0,0,0
535,5070.0,37,0.0,156278.34,58.08,2099.7,18,0
537,4175.7,43,0.0,117310.979016494,106.44,5683.65,129,0
538,0.0,52,0.0,117310.979016494,0.0,0.0,0,0
543,150.0,22,0.0,79380.0,9.69,103.23,0,0
544,18.0,27,0.0,104087.28,4.62,12.48,0,0
547,90.0,22,0.0,88460.91,77.58,85.86,0,0
548,125.01,32,0.0,65961.69,0.0,891.03,6,0
549,0.0,30,0.0,157787.19,0.0,0.0,0,1
550,0.0,55,0.0,117310.979016494,0.0,0.0,0,0
551,0.0,38,0.0,62581.86,0.0,0.0,0,0
553,0.0,27,0.0,119530.92,0.0,0.0,0,0
554,3.0,24,0.0,117310.979016494,0.39,2.13,0,0
555,210.0,43,0.0,117310.979016494,0.0,185.37,0,0
558,3.0,23,0.0,71858.94,2.43,2.82,0,0
560,0.0,23,0.0,117310.979016494,0.0,0.0,0,0
561,233.64,25,0.0,79973.88,8.7,102.24,6,0
564,60003.0,60,0.0,137151.15,2.55,2.85,9,0
566,37171.32,51,0.0,87288.69,0.0,17418.87,6,0
567,300250.44,74,0.0,196439.1,18105.99,6045.33,27,0
568,0.0,23,0.0,90773.76,0.0,0.0,0,0
571,15.0,27,0.0,117310.979016494,13.38,14.46,0,0
572,480.6,26,0.0,182891.07,63.87,235.14,15,0
573,450.0,23,0.0,234128.46,0.0,239.52,12,0
576,3.0,25,0.0,117310.979016494,2.7,2.91,3,0
577,30000.0,32,0.0,155866.5,0.0,0.0,9,0
578,3.0,32,0.0,80623.89,1.08,2.37,0,0
579,3.0,26,0.0,117310.979016494,0.63,2.22,3,0
580,183.0,24,0.0,108933.27,14.7,93.75,12,0
581,30.0,23,0.0,117310.979016494,0.0,30.0,0,0
582,90.0,22,0.0,117310.979016494,5.82,61.95,0,0
583,75003.0,86,0.0,117716.88,0.3,3450.39,0,0
584,0.0,31,0.0,81199.74,0.0,0.0,0,0
586,60.0,39,0.0,149428.89,0.0,58.08,0,0
587,3.0,25,0.0,55279.29,1.95,2.64,0,0
588,15.0,63,0.0,273655.38,0.0,14.22,0,0
591,75000.0,59,0.0,51297.51,2419.35,0.0,21,0
596,300117.78,44,0.0,72815.4,111111.09,40318.56,42,0
598,0.0,40,0.0,191698.29,0.0,0.0,0,0
599,741.09,40,0.0,52962.45,5070.0,3802.11,186,0
600,1.2,44,0.0,26619.24,0.24,0.87,0,1
602,390.0,30,0.0,39143.34,3.09,44.91,24,0
606,3.0,28,0.0,117310.979016494,0.84,2.28,0,0
609,25332.66,34,0.0,117310.979016494,16082.01,20218.56,33,0
611,1134.39,52,0.0,114905.67,163.14,692.88,6,0
614,11249.13,52,0.0,80705.76,1685.31,8400.69,195,0
618,90.0,23,0.0,144837.0,20.34,66.78,0,0
622,90.0,23,0.0,37727.49,2.91,60.96,6,0
623,90.0,24,0.0,108908.34,39.0,72.99,9,0
626,30.9,28,0.0,63611.34,21.0,46.02,9,0
627,3.0,23,0.0,117310.979016494,0.0,3.0,0,0
631,1.2,36,0.0,42264.45,0.0,68.4,12,1
633,3.0,27,0.0,328239.84,2.55,2.85,0,0
635,90.0,28,0.0,81088.2,3.0,60.99,0,0
636,0.0,30,0.0,53549.49,0.0,0.0,0,0
639,0.0,29,0.0,233512.68,0.0,0.0,21,0
640,105.0,23,0.0,85286.28,3.39,71.13,0,0
641,2.13,25,0.0,141630.39,0.0,11.79,39,0
645,0.0,25,0.0,175566.93,0.0,0.0,0,0
647,3.0,30,0.0,58371.54,0.51,2.16,6,0
648,3.0,23,0.0,83551.41,0.39,2.13,0,0
649,3.0,27,0.0,66866.58,2.1,2.7,0,0
650,3.0,24,0.0,232500.45,0.96,2.31,0,0
651,25.5,37,0.0,128121.45,16.02,38.58,18,0
652,3.0,24,0.0,31092.45,0.87,2.28,0,0
653,0.0,38,0.0,57485.28,0.0,0.0,0,1
654,15.0,25,0.0,117310.979016494,4.83,11.61,0,0
656,1050.0,33,1050.0,90380.61,0.0,0.0,39,0
657,30.0,73,0.0,127201.86,14.52,24.84,3,0
658,3.0,24,0.0,85641.42,0.87,2.28,0,0
659,30.0,23,0.0,69193.17,75.45,65.82,6,0
661,3.0,29,0.0,124590.3,1.23,2.4,0,0
662,60.42,35,0.0,120032.46,27.18,49.35,12,0
663,750.0,37,0.0,97978.05,24.99,486.09,6,0
667,379.71,23,0.0,68097.54,30.0,143.76,3,0
668,3.0,28,0.0,117310.979016494,2.4,2.79,0,0
669,0.0,36,0.0,80492.67,0.0,0.0,0,1
673,18.57,30,0.0,101973.87,49.44,31.65,9,0
674,0.0,80,0.0,79757.79,0.0,0.0,6,0
679,256380.63,50,0.0,117310.979016494,75864.9,0.0,18,0
681,3.0,25,0.0,117310.979016494,1.08,2.37,0,0
682,139052.76,77,0.0,86641.86,71583.93,0.0,24,0
686,0.0,28,0.0,100253.37,0.0,0.0,0,0
687,3.0,24,0.0,117310.979016494,2.88,2.97,0,0
688,3.0,23,0.0,103287.6,2.55,2.85,3,0
689,976.95,37,0.0,117310.979016494,49.98,1381.83,18,0
690,0.0,35,0.0,117310.979016494,0.0,0.0,0,0
692,60.0,36,0.0,50230.14,16.02,45.33,18,0
694,337415.49,48,1241.64,72054.27,0.0,0.0,111,0
695,30.0,23,0.0,117310.979016494,25.89,28.62,6,0
697,0.54,72,0.0,119238.72,29.04,36.51,9,0
701,3.0,30,0.0,70882.5,1.83,2.61,0,0
702,118500.0,39,0.0,117310.979016494,0.0,27677.46,51,0
706,24074.4,45,0.0,80073.87,3.87,3138.06,12,0
708,90.0,22,0.0,64866.96,77.58,85.86,0,0
710,74.01,25,0.0,54887.1,21.36,50.52,51,0
712,96003.0,34,0.0,107923.98,0.39,2.13,51,0
714,3.0,26,0.0,86363.31,2.55,2.85,0,0
715,3.0,24,0.0,117797.64,0.84,2.28,0,0
717,30.0,24,0.0,67047.6,18.42,26.13,0,0
718,90.0,23,0.0,75485.82,71.4,83.79,0,0
720,21043.17,38,0.0,36178.68,2950.02,3983.34,12,0
725,24015.0,38,0.0,70588.41,0.0,12421.56,0,0
726,0.0,34,0.0,141293.7,0.0,0.0,0,1
730,15.0,23,0.0,117310.979016494,8.01,12.66,0,0
731,105.0,51,0.0,51396.93,4.38,587.04,18,1
732,39.72,23,0.0,117060.3,216.99,106.71,87,0
734,3.0,27,0.0,117310.979016494,0.81,2.28,0,0
735,3.0,23,0.0,117310.979016494,0.63,2.22,0,0
737,0.0,25,0.0,268504.08,0.0,0.0,0,0
738,3.12,23,0.0,89761.29,0.09,2.04,27,0
740,620.25,32,0.0,149698.32,0.21,284.58,36,0
741,90.0,25,0.0,58495.56,45.03,75.0,0,0
746,3.0,34,0.0,116245.23,2.34,2.79,0,0
748,195030.0,48,0.0,92912.4,14.97,24.99,15,0
753,0.0,23,0.0,117310.979016494,0.0,0.0,0,0
754,169500.0,43,0.0,94641.24,0.0,0.0,3,0
757,2271.84,45,0.0,90883.44,387.93,688.95,15,0
758,0.0,23,0.0,132356.25,0.0,0.0,0,0
759,0.0,34,0.0,117310.979016494,0.0,0.0,0,0
760,90.0,50,0.0,114088.98,72.6,84.21,0,0
761,48.36,29,0.0,324294.3,146.16,179.88,51,0
767,2760.0,41,0.0,124095.3,0.0,1082.82,24,0
768,249600.66,39,0.0,117310.979016494,24.84,0.0,72,0
771,3.0,30,0.0,117310.979016494,0.27,2.1,0,0
772,1200.27,37,0.0,131087.7,40.74,792.36,9,0
775,101202.21,46,0.0,544584.84,3.18,691.59,69,0
782,3.0,29,0.0,29016.0,1.44,2.49,0,0
783,1672.53,31,0.0,80969.94,0.0,355.41,48,0
784,3897.3,30,3897.3,132050.88,0.0,0.0,12,0
785,0.0,24,0.0,105229.11,0.0,0.0,0,0
787,3.0,23,0.0,117310.979016494,0.27,2.1,0,0
789,3.0,23,0.0,52148.37,1.86,2.61,0,0
790,3.0,23,0.0,43674.3,2.61,2.88,0,0
791,3.0,26,0.0,77630.16,1.29,2.43,0,0
792,3.0,27,0.0,131441.67,0.21,2.07,0,1
793,90.0,23,0.0,117310.979016494,5.82,61.95,6,0
795,356.7,52,0.0,75652.56,573.96,521.64,21,0
797,0.0,23,0.0,131846.31,0.0,0.0,6,0
798,167.07,34,0.0,119707.2,203.31,809.91,195,0
799,300667.53,51,0.0,49596.15,77497.65,29367.9,81,0
800,0.0,23,0.0,115169.73,0.0,0.0,0,0
806,600.0,24,0.0,117310.979016494,0.0,600.0,3,0
807,90.0,24,0.0,99165.99,29.04,69.69,0,0
808,0.0,23,0.0,101220.81,0.0,0.0,0,0
811,0.0,23,0.0,116524.8,0.0,0.0,0,0
812,0.0,45,0.0,116258.73,0.0,0.0,0,0
813,60.0,23,0.0,28693.92,40.65,53.55,0,0
814,1053.0,35,0.0,117310.979016494,340.08,815.37,9,0
815,260.34,41,0.0,70207.53,65.97,550.53,9,0
816,3.0,23,0.0,71829.12,2.4,2.79,0,0
818,0.0,56,0.0,117310.979016494,0.0,0.0,0,1
820,111115.8,41,0.0,60098.49,0.0,58.98,51,0
822,112969.95,68,4347.3,84237.54,0.0,0.0,18,0
823,3.0,38,0.0,86658.57,1.83,2.61,0,0
827,90.0,35,0.0,129147.96,81.3,87.09,3,0
828,255.0,42,0.0,69055.02,839.49,1061.1,18,0
829,3.0,23,0.0,117310.979016494,1.35,2.46,0,0
834,174000.0,55,0.0,152748.96,0.0,0.0,9,0
835,261.24,29,0.0,148968.36,25.02,437.28,45,0
836,0.0,35,0.0,66997.47,0.0,0.0,0,0
838,3.0,23,0.0,126683.82,2.52,2.85,0,0
846,0.0,29,0.0,135728.43,14.25,0.0,18,0
847,226813.86,44,0.0,177841.86,0.69,0.0,18,0
849,119.88,51,0.0,1069263.06,14.52,101.28,84,0
850,3.0,23,0.0,201217.53,0.63,2.22,0,0
851,3.0,28,0.0,75087.81,0.51,2.16,0,0
852,0.0,24,0.0,88620.93,0.0,0.0,0,0
857,35.49,23,0.0,97911.99,58.56,43.74,69,0
858,33.36,23,0.0,82420.38,4.86,24.78,9,0
859,3.0,25,0.0,92534.7,0.81,2.28,0,0
860,30.0,38,0.0,80154.87,11.58,23.85,21,0
862,5571.93,49,0.0,62397.03,150.03,3817.02,21,0
863,3.0,68,0.0,54046.29,0.3,2.1,0,0
864,3.0,28,0.0,109607.01,2.31,2.76,0,0
868,3.0,23,0.0,83080.59,0.0,2.58,0,0
869,3.0,29,0.0,117310.979016494,2.22,2.73,0,0
877,3.0,24,0.0,59771.61,2.31,2.76,0,0
878,0.0,30,0.0,117310.979016494,0.0,0.0,3,0
881,3.0,25,0.0,21300.03,2.13,2.7,0,0
882,0.0,23,0.0,189002.49,0.0,0.0,6,0
885,82586.88,53,0.0,74281.41,0.0,0.0,33,0
887,0.0,25,0.0,83036.04,0.0,0.0,0,0
888,3.0,65,0.0,93480.09,1.53,0.96,24,0
889,34.35,48,0.0,117310.979016494,18.0,135.0,93,0
891,360.0,23,0.0,5431377.63,71.4,228.33,18,0
898,150.0,23,0.0,117310.979016494,98.31,132.78,0,0
903,60000.0,47,0.0,10528.47,0.0,3285.9,51,0
904,2267.22,36,0.0,96288.21,384.09,863.85,3,0
906,450.0,32,0.0,117310.979016494,175.02,358.35,21,0
907,3.0,28,0.0,140790.21,0.51,2.16,6,0
908,90.0,25,0.0,211939.05,5.82,61.95,0,0
909,0.0,43,0.0,117310.979016494,0.0,0.0,6,0
910,0.0,23,0.0,103275.84,0.0,0.0,0,0
911,90.0,35,0.0,86826.03,0.0,64.5,12,0
913,3.0,24,0.0,39773.04,0.87,2.28,0,0
916,3.0,25,0.0,80795.94,1.29,2.43,0,0
920,49412.64,57,0.0,124721.91,7896.75,4012.62,420,0
924,15.0,26,0.0,117310.979016494,3.0,11.01,0,0
925,3.0,23,0.0,45582.96,1.23,2.4,0,0
927,3.0,25,0.0,113402.82,1.2,2.4,15,0
928,3822.69,34,3822.69,90549.36,464.52,0.0,54,0
932,3.0,24,0.0,53800.11,1.74,2.58,0,0
933,21000.0,72,0.0,267838.56,0.0,0.0,0,0
934,450000.0,51,0.0,97318.95,0.0,0.0,33,0
935,12981.0,34,0.0,81513.36,0.0,10115.64,30,0
